Time (ms),Channel A Voltage (V),Channel B Voltage (V)
-0.54029903,-0.603412,0.3444319
-0.53517903,-0.6298715,0.3890805
-0.53005903,-0.6386914,0.3979919
-0.52493903,-0.6475112,0.3801385
-0.51981903,-0.6739708,0.3622852
-0.51469903,-0.6827906,0.3265786
-0.50957903,-0.6827906,0.2908719
-0.50445903,-0.7004609,0.2640767
-0.49933903,-0.7092807,0.2373119
-0.49421903,-0.7092807,0.2194586
-0.48909903,-0.7092807,0.1926634
-0.48397903,-0.7269204,0.1658681
-0.47885903,-0.7357402,0.1569567
-0.47373903,-0.7357402,0.1569567
-0.46861903,-0.7445601,0.1391034
-0.46349903,-0.7533799,0.12125
-0.45837903,-0.7533799,0.1123081
-0.45325903,-0.7533799,0.1123081
-0.44813903,-0.77987,0.1123081
-0.44301903,-0.7710196,0.09445479
-0.43789903,-0.7710196,0.08554338
-0.43277903,-0.77987,0.08554338
-0.42765903,-0.7886899,0.08554338
-0.42253903,-0.7886899,0.08554338
-0.41741903,-0.7886899,0.07660146
-0.41229903,-0.8063295,0.07660146
-0.40717903,-0.8063295,0.07660146
-0.40205903,-0.7975097,0.06769005
-0.39693903,-0.8151494,0.05877865
-0.39181903,-0.8151494,0.04983672
-0.38669903,-0.8063295,0.04983672
-0.38157903,-0.8151494,0.04983672
-0.37645903,-0.8327891,0.04983672
-0.37133903,-0.8239692,0.04983672
-0.36621903,-0.8151494,0.04092532
-0.36109903,-0.8327891,0.04983672
-0.35597903,-0.8416089,0.04983672
-0.35085903,-0.8327891,0.04092532
-0.34573903,-0.8416089,0.04092532
-0.34061903,-0.8504288,0.04092532
-0.33549903,-0.8416089,0.04092532
-0.33037903,-0.8504288,0.0319834
-0.32525903,-0.8504288,0.02307199
-0.32013904,-0.8504288,0.02307199
-0.31501904,-0.8504288,0.02307199
-0.30989904,-0.8592486,0.02307199
-0.30477904,-0.8680685,0.02307199
-0.29965904,-0.8592486,0.01413007
-0.29453904,-0.8592486,0.01413007
-0.28941904,-0.8769189,0.01413007
-0.28429904,-0.8769189,0.01413007
-0.27917904,-0.8680685,0.01413007
-0.27405904,-0.8769189,0.00521867
-0.26893904,-0.8769189,0.01413007
-0.26381904,-0.8769189,0.02307199
-0.25869904,-0.8857387,0.01413007
-0.25357904,-0.8857387,0.00521867
-0.24845904,-0.8769189,0.01413007
-0.24333904,-0.8857387,0.02307199
-0.23821904,-0.8945585,0.01413007
-0.23309904,-0.8857387,0.00521867
-0.22797904,-0.8857387,0.00521867
-0.22285904,-0.8945585,0.00521867
-0.21773904,-0.8945585,0.00521867
-0.21261904,-0.8857387,0.00521867
-0.20749904,-0.8945585,-0.00372326
-0.20237904,-0.8945585,0.00521867
-0.19725904,-0.9033784,0.00521867
-0.19213904,-0.9033784,0.00521867
-0.18701904,-0.9121982,-0.00372326
-0.18189904,-0.9033784,-0.01263466
-0.17677904,-0.9033784,-0.00372326
-0.17165904,-0.9210181,-0.00372326
-0.16653904,-0.9210181,-0.01263466
-0.16141904,-0.9033784,-0.02157659
-0.15629904,-0.9121982,-0.02157659
-0.15117904,-0.9210181,-0.01263466
-0.14605904,-0.9210181,-0.01263466
-0.14093904,-0.9121982,-0.02157659
-0.13581904,-0.9210181,-0.02157659
-0.13069904,-0.9210181,-0.01263466
-0.12557904,-0.9210181,-0.01263466
-0.12045904,-0.9210181,-0.02157659
-0.11533904,-0.9298379,-0.02157659
-0.11021904,-0.9210181,-0.02157659
-0.10509904,-0.9210181,-0.02157659
-0.09997904,-0.9386578,-0.02157659
-0.09485904,-0.9298379,-0.02157659
-0.08973904,-0.9210181,-0.02157659
-0.08461904,-0.9298379,-0.02157659
-0.07949904,-0.9386578,-0.02157659
-0.07437904,-0.9298379,-0.02157659
-0.06925904,-0.9386578,-0.02157659
-0.06413904,-0.9386578,-0.02157659
-0.05901904,-0.9386578,-0.02157659
-0.05389904,-0.9386578,-0.02157659
-0.04877904,-0.9474776,-0.03942991
-0.04365904,-0.9386578,-0.03048799
-0.03853904,-0.9386578,-0.02157659
-0.03341904,-0.9474776,-0.03048799
-0.02829904,-0.9474776,-0.03942991
-0.02317904,-0.9386578,-0.03942991
-0.01805904,-0.9386578,-0.03048799
-0.01293904,-0.8857387,-0.03048799
-0.00781904,-0.5681021,-0.07513657
-0.00269904,-0.4445936,-0.2001099
0.00242096,-0.391644,-0.3072604
0.00754096,-0.3563646,-0.3786737
0.01266096,-0.3387249,-0.4143803
0.01778096,-0.3299051,-0.4143803
0.02290096,-0.3122654,-0.4054689
0.02802096,-0.3122654,-0.3786737
0.03314096,-0.2945952,-0.3340251
0.03826096,-0.2857753,-0.3072604
0.04338096,-0.2857753,-0.289407
0.04850096,-0.2681356,-0.2626118
0.05362096,-0.2681356,-0.235847
0.05874096,-0.2681356,-0.2179937
0.06386096,-0.2593158,-0.2090518
0.06898096,-0.2504959,-0.2001099
0.07410096,-0.2416761,-0.1822565
0.07922096,-0.2416761,-0.1644032
0.08434096,-0.2328562,-0.1644032
0.08946096,-0.2240364,-0.1644032
0.09458096,-0.2240364,-0.1465499
0.09970096,-0.2240364,-0.1376385
0.10482096,-0.2152165,-0.1286966
0.10994096,-0.2152165,-0.1286966
0.11506096,-0.2152165,-0.1286966
0.12018096,-0.2063662,-0.1197852
0.12530096,-0.2063662,-0.1108432
0.13042096,-0.2063662,-0.1108432
0.13554096,-0.1975463,-0.1197852
0.14066096,-0.1975463,-0.1108432
0.14578096,-0.1887265,-0.1019318
0.15090096,-0.1887265,-0.0929899
0.15602096,-0.1799066,-0.1108432
0.16114096,-0.1799066,-0.1108432
0.16626096,-0.1799066,-0.0929899
0.17138096,-0.1799066,-0.0929899
0.17650096,-0.1799066,-0.0929899
0.18162096,-0.1799066,-0.0929899
0.18674096,-0.1710868,-0.0929899
0.19186096,-0.1710868,-0.08407849
0.19698096,-0.1710868,-0.08407849
0.20210096,-0.1710868,-0.0929899
0.20722096,-0.1622669,-0.0929899
0.21234096,-0.1622669,-0.08407849
0.21746096,-0.1534471,-0.08407849
0.22258096,-0.1534471,-0.08407849
0.22770096,-0.1534471,-0.08407849
0.23282096,-0.1446272,-0.0929899
0.23794096,-0.1446272,-0.08407849
0.24306096,-0.1446272,-0.07513657
0.24818096,-0.1446272,-0.08407849
0.25330096,-0.1446272,-0.08407849
0.25842096,-0.1446272,-0.07513657
0.26354096,-0.1446272,-0.06619465
0.26866096,-0.1446272,-0.07513657
0.27378096,-0.1358074,-0.08407849
0.27890096,-0.1358074,-0.07513657
0.28402096,-0.1358074,-0.06619465
0.28914096,-0.1358074,-0.06619465
0.29426096,-0.1358074,-0.07513657
0.29938096,-0.1269875,-0.06619465
0.30450096,-0.1269875,-0.06619465
0.30962096,-0.1269875,-0.06619465
0.31474096,-0.1358074,-0.05728324
0.31986096,-0.1181372,-0.06619465
0.32498096,-0.1269875,-0.05728324
0.33010096,-0.1181372,-0.05728324
0.33522096,-0.1181372,-0.05728324
0.34034096,-0.1181372,-0.05728324
0.34546096,-0.1269875,-0.06619465
0.35058096,-0.1181372,-0.05728324
0.35570096,-0.1181372,-0.05728324
0.36082096,-0.1181372,-0.05728324
0.36594096,-0.1093173,-0.05728324
0.37106096,-0.1093173,-0.05728324
0.37618096,-0.1093173,-0.04834132
0.38130096,-0.1093173,-0.05728324
0.38642096,-0.1093173,-0.05728324
0.39154096,-0.1093173,-0.05728324
0.39666096,-0.1093173,-0.04834132
0.40178096,-0.1093173,-0.04834132
0.40690096,-0.1093173,-0.04834132
0.41202096,-0.1093173,-0.04834132
0.41714096,-0.1093173,-0.04834132
0.42226096,-0.1004975,-0.04834132
0.42738096,-0.1093173,-0.04834132
0.43250096,-0.1093173,-0.04834132
0.43762096,-0.1004975,-0.04834132
0.44274096,-0.1004975,-0.04834132
0.44786096,-0.1004975,-0.03942991
0.45298096,-0.1004975,-0.03942991
0.45810096,-0.09167761,-0.04834132
0.46322096,-0.1004975,-0.04834132
0.46834096,-0.1004975,-0.03048799
0.47346096,-0.1004975,-0.03048799
0.47858096,-0.09167761,-0.03942991
0.48370096,-0.09167761,-0.03942991
0.48882096,-0.09167761,-0.03048799
0.49394096,-0.09167761,-0.03942991
0.49906096,-0.09167761,-0.03942991
0.50418096,-0.09167761,-0.04834132
0.50930096,-0.09167761,-0.04834132
0.51442096,-0.09167761,-0.03942991
0.51954096,-0.08285775,-0.04834132
0.52466096,-0.09167761,-0.03942991
0.52978096,-0.08285775,-0.04834132
0.53490096,-0.08285775,-0.04834132
0.54002096,-0.08285775,-0.03048799
0.54514096,-0.08285775,-0.03048799
0.55026096,-0.08285775,-0.03942991
0.55538096,-0.0740379,-0.03942991
0.56050096,-0.08285775,-0.02157659
0.56562096,-0.08285775,-0.02157659
0.57074096,-0.0740379,-0.03048799
0.57586096,-0.0740379,-0.03048799
0.58098096,-0.0740379,-0.03048799
0.58610096,-0.0740379,-0.02157659
0.59122096,-0.0740379,-0.03048799
0.59634096,-0.0740379,-0.03942991
0.60146096,-0.0740379,-0.03048799
0.60658096,-0.0740379,-0.03048799
0.61170096,-0.0740379,-0.03048799
0.61682096,-0.0740379,-0.03048799
0.62194096,-0.0740379,-0.03048799
0.62706096,-0.0740379,-0.03942991
0.63218096,-0.0740379,-0.03048799
0.63730096,-0.0740379,-0.03048799
0.64242096,-0.0740379,-0.03048799
0.64754096,-0.0740379,-0.03942991
0.65266096,-0.0740379,-0.03048799
0.65778096,-0.0740379,-0.03048799
0.66290096,-0.0740379,-0.03048799
0.66802096,-0.06521805,-0.03048799
0.67314096,-0.06521805,-0.03048799
0.67826096,-0.0740379,-0.02157659
0.68338096,-0.0740379,-0.03048799
0.68850096,-0.06521805,-0.03048799
0.69362096,-0.06521805,-0.03048799
0.69874096,-0.06521805,-0.03048799
0.70386096,-0.06521805,-0.03048799
0.70898096,-0.05639821,-0.03048799
0.71410096,-0.06521805,-0.03048799
0.71922096,-0.06521805,-0.02157659
0.72434096,-0.06521805,-0.02157659
0.72946096,-0.06521805,-0.03048799
0.73458096,-0.06521805,-0.03048799
0.73970096,-0.06521805,-0.02157659
0.74482096,-0.05639821,-0.02157659
0.74994096,-0.06521805,-0.02157659
0.75506096,-0.06521805,-0.02157659
0.76018096,-0.06521805,-0.03048799
0.76530096,-0.05639821,-0.02157659
0.77042096,-0.06521805,-0.02157659
0.77554096,-0.06521805,-0.02157659
0.78066096,-0.05639821,-0.03048799
0.78578096,-0.06521805,-0.03048799
0.79090096,-0.05639821,-0.02157659
0.79602096,-0.05639821,-0.03048799
0.80114096,-0.05639821,-0.03048799
0.80626096,-0.05639821,-0.03048799
0.81138096,-0.05639821,-0.02157659
0.81650096,-0.05639821,-0.02157659
0.82162096,-0.05639821,-0.03048799
0.82674096,-0.04757836,-0.02157659
0.83186096,-0.05639821,-0.02157659
0.83698096,-0.05639821,-0.02157659
0.84210096,-0.05639821,-0.02157659
0.84722096,-0.04757836,-0.03048799
0.85234096,-0.04757836,-0.03048799
0.85746096,-0.04757836,-0.02157659
0.86258096,-0.04757836,-0.02157659
0.86770096,-0.05639821,-0.02157659
0.87282096,-0.04757836,-0.03048799
0.87794096,-0.04757836,-0.02157659
0.88306096,-0.04757836,-0.02157659
0.88818096,-0.05639821,-0.02157659
0.89330096,-0.04757836,-0.02157659
0.89842096,-0.04757836,-0.02157659
0.90354096,-0.04757836,-0.01263466
0.90866096,-0.05639821,-0.02157659
0.91378096,-0.04757836,-0.02157659
0.91890096,-0.04757836,-0.02157659
0.92402096,-0.04757836,-0.02157659
0.92914096,-0.04757836,-0.01263466
0.93426096,-0.04757836,-0.02157659
0.93938096,-0.04757836,-0.02157659
0.94450096,-0.03875851,-0.02157659
0.94962096,-0.03875851,-0.02157659
0.95474096,-0.04757836,-0.02157659
0.95986096,-0.04757836,-0.02157659
0.96498096,-0.03875851,-0.02157659
0.97010096,-0.03875851,-0.02157659
0.97522096,-0.04757836,-0.00372326
0.98034096,-0.04757836,-0.01263466
0.98546096,-0.03875851,-0.02157659
0.99058096,-0.03875851,-0.01263466
0.99570096,-0.03875851,-0.01263466
1.00082096,-0.04757836,-0.00372326
1.00594096,-0.03875851,-0.02157659
1.01106096,-0.03875851,-0.02157659
1.01618096,-0.03875851,-0.01263466
1.02130096,-0.04757836,-0.01263466
1.02642096,-0.04757836,-0.02157659
1.03154096,-0.03875851,-0.02157659
1.03666096,-0.03875851,-0.02157659
1.04178096,-0.03875851,-0.01263466
1.04690096,-0.03875851,-0.01263466
1.05202096,-0.03875851,-0.01263466
1.05714096,-0.03875851,-0.01263466
1.06226096,-0.03875851,-0.02157659
1.06738096,-0.03875851,-0.01263466
1.07250096,-0.03875851,-0.01263466
1.07762096,-0.03875851,-0.02157659
1.08274096,-0.03875851,-0.02157659
1.08786096,-0.03875851,-0.01263466
1.09298096,-0.03875851,-0.00372326
1.09810096,-0.03875851,-0.01263466
1.10322096,-0.03875851,-0.02157659
1.10834096,-0.03875851,-0.01263466
1.11346096,-0.03875851,-0.00372326
1.11858096,-0.03875851,-0.01263466
1.12370096,-0.03875851,-0.02157659
1.12882096,-0.03875851,-0.01263466
1.13394096,-0.03875851,-0.01263466
1.13906096,-0.03875851,-0.01263466
1.14418096,-0.04757836,-0.01263466
1.14930096,-0.03875851,-0.02157659
1.15442096,-0.03875851,-0.01263466
1.15954096,-0.03875851,-0.01263466
1.16466096,-0.03875851,-0.01263466
1.16978096,-0.03875851,-0.02157659
1.17490096,-0.03875851,-0.02157659
1.18002096,-0.03875851,-0.01263466
1.18514096,-0.03875851,-0.01263466
1.19026096,-0.03875851,-0.02157659
1.19538096,-0.03875851,-0.03048799
1.20050096,-0.03875851,-0.02157659
1.20562096,-0.03875851,-0.02157659
1.21074096,-0.03875851,-0.01263466
1.21586096,-0.03875851,-0.02157659
1.22098096,-0.02993866,-0.02157659
1.22610096,-0.03875851,-0.01263466
1.23122096,-0.03875851,-0.01263466
1.23634096,-0.03875851,-0.02157659
1.24146096,-0.02993866,-0.02157659
1.24658096,-0.03875851,-0.01263466
1.25170096,-0.03875851,-0.01263466
1.25682096,-0.03875851,-0.01263466
1.26194096,-0.03875851,-0.02157659
1.26706096,-0.02993866,-0.02157659
1.27218096,-0.02993866,-0.01263466
1.27730096,-0.02993866,-0.00372326
1.28242096,-0.03875851,-0.01263466
1.28754096,-0.02993866,-0.02157659
1.29266096,-0.02993866,-0.02157659
1.29778096,-0.03875851,-0.00372326
1.30290096,-0.03875851,-0.01263466
1.30802096,-0.03875851,-0.02157659
1.31314096,-0.02993866,-0.02157659
1.31826096,-0.03875851,-0.00372326
1.32338096,-0.03875851,-0.01263466
1.32850095,-0.02993866,-0.02157659
1.33362095,-0.03875851,-0.02157659
1.33874095,-0.02993866,-0.02157659
1.34386095,-0.02993866,-0.01263466
1.34898095,-0.02993866,-0.02157659
1.35410095,-0.02993866,-0.02157659
1.35922095,-0.02993866,-0.02157659
1.36434095,-0.02993866,-0.02157659
1.36946095,-0.02993866,-0.01263466
1.37458095,-0.03875851,-0.02157659
1.37970095,-0.02993866,-0.02157659
1.38482095,-0.02993866,-0.02157659
1.38994095,-0.02993866,-0.00372326
1.39506095,-0.02993866,-0.00372326
1.40018095,-0.02993866,-0.01263466
1.40530095,-0.02993866,-0.01263466
1.41042095,-0.02993866,0.00521867
1.41554095,-0.02993866,0.00521867
1.42066095,-0.02993866,-0.01263466
1.42578095,-0.02993866,-0.00372326
1.43090095,-0.02993866,-0.00372326
1.43602095,-0.02993866,-0.00372326
1.44114095,-0.02993866,-0.01263466
1.44626095,-0.02108829,-0.01263466
1.45138095,-0.02993866,-0.01263466
1.45650095,-0.02993866,-0.01263466
1.46162095,-0.02993866,-0.00372326
1.46674095,-0.02993866,-0.01263466
1.47186095,-0.02993866,-0.01263466
1.47698095,-0.02108829,-0.01263466
1.48210095,-0.02993866,-0.00372326
1.48722095,-0.02993866,-0.00372326
1.49234095,-0.02993866,-0.01263466
1.49746095,-0.02993866,-0.01263466
1.50258095,-0.02993866,-0.00372326
1.50770095,-0.02993866,0.00521867
1.51282095,-0.02993866,-0.00372326
1.51794095,-0.02108829,-0.01263466
1.52306095,-0.02993866,-0.01263466
1.52818095,-0.02993866,-0.00372326
1.53330095,-0.02993866,-0.01263466
1.53842095,-0.02108829,-0.02157659
1.54354095,-0.02993866,-0.00372326
1.54866095,-0.02108829,-0.00372326
1.55378095,-0.02993866,-0.00372326
1.55890095,-0.02993866,-0.01263466
1.56402095,-0.02993866,-0.01263466
1.56914095,-0.02993866,-0.01263466
1.57426095,-0.02993866,-0.01263466
1.57938095,-0.02993866,-0.00372326
1.58450095,-0.02108829,-0.01263466
1.58962095,-0.02108829,-0.01263466
1.59474095,-0.02993866,-0.00372326
1.59986095,-0.02993866,0.00521867
1.60498095,-0.02993866,-0.00372326
1.61010095,-0.02108829,-0.02157659
1.61522095,-0.02108829,-0.01263466
1.62034095,-0.02108829,-0.00372326
1.62546095,-0.02993866,-0.01263466
1.63058095,-0.02993866,-0.01263466
1.63570095,-0.02108829,-0.00372326
1.64082095,-0.02108829,0.00521867
1.64594095,-0.02993866,-0.00372326
1.65106095,-0.02993866,-0.00372326
1.65618095,-0.02108829,-0.00372326
1.66130095,-0.02993866,0.00521867
1.66642095,-0.02993866,-0.00372326
1.67154095,-0.02108829,-0.00372326
1.67666095,-0.02993866,-0.01263466
1.68178095,-0.02108829,-0.01263466
1.68690095,-0.02108829,-0.00372326
1.69202095,-0.02108829,0.00521867
1.69714095,-0.02993866,-0.00372326
1.70226095,-0.01226844,-0.00372326
1.70738095,-0.02108829,-0.00372326
1.71250095,-0.02993866,-0.00372326
1.71762095,-0.02993866,-0.01263466
1.72274095,-0.02108829,-0.01263466
1.72786095,-0.02108829,-0.01263466
1.73298095,-0.02108829,-0.00372326
1.73810095,-0.02108829,-0.01263466
1.74322095,-0.02108829,-0.01263466
1.74834095,-0.02108829,-0.01263466
1.75346095,-0.02993866,-0.01263466
1.75858095,-0.02993866,-0.01263466
1.76370095,-0.02108829,-0.01263466
1.76882095,-0.02993866,-0.01263466
1.77394095,-0.02108829,-0.00372326
1.77906095,-0.02108829,-0.01263466
1.78418095,-0.02108829,-0.00372326
1.78930095,-0.02108829,-0.00372326
1.79442095,-0.02108829,-0.01263466
1.79954095,-0.01226844,-0.00372326
1.80466095,-0.02108829,0.00521867
1.80978095,-0.02108829,0.00521867
1.81490095,-0.02108829,-0.00372326
1.82002095,-0.01226844,-0.01263466
1.82514095,-0.02108829,-0.00372326
1.83026095,-0.02108829,0.00521867
1.83538095,-0.02108829,-0.01263466
1.84050095,-0.01226844,-0.01263466
1.84562095,-0.02108829,-0.00372326
1.85074095,-0.02108829,0.00521867
1.85586095,-0.02108829,-0.01263466
1.86098095,-0.02108829,-0.00372326
1.86610095,-0.01226844,-0.00372326
1.87122095,-0.01226844,-0.00372326
1.87634095,-0.02108829,-0.00372326
1.88146095,-0.02108829,-0.00372326
1.88658095,-0.02108829,-0.00372326
1.89170095,-0.02108829,-0.00372326
1.89682095,-0.01226844,0.00521867
1.90194095,-0.02108829,-0.00372326
1.90706095,-0.02108829,-0.01263466
1.91218095,-0.01226844,-0.01263466
1.91730095,-0.01226844,0.00521867
1.92242095,-0.02993866,0.00521867
1.92754095,-0.02108829,-0.00372326
1.93266095,-0.01226844,-0.01263466
1.93778095,-0.02108829,0.00521867
1.94290095,-0.02108829,0.00521867
1.94802095,-0.01226844,-0.00372326
1.95314095,-0.02108829,-0.00372326
1.95826095,-0.02108829,-0.00372326
1.96338095,-0.01226844,0.00521867
1.96850095,-0.02108829,0.00521867
1.97362095,-0.02108829,0.00521867
1.97874095,-0.02108829,0.00521867
1.98386095,-0.01226844,-0.00372326
1.98898095,-0.01226844,0.00521867
1.99410095,-0.02108829,0.00521867
1.99922095,-0.02108829,-0.01263466
2.00434095,-0.02108829,-0.01263466
2.00946095,-0.01226844,-0.00372326
2.01458095,-0.02108829,0.00521867
2.01970095,-0.02108829,-0.00372326
2.02482095,-0.01226844,-0.01263466
2.02994095,-0.01226844,-0.00372326
2.03506095,-0.02108829,0.00521867
2.04018095,-0.02108829,0.00521867
2.04530095,-0.01226844,-0.00372326
2.05042095,-0.01226844,-0.00372326
2.05554095,-0.01226844,0.00521867
2.06066095,-0.02108829,0.00521867
2.06578095,-0.02108829,0.00521867
2.07090095,-0.01226844,0.00521867
2.07602095,-0.02108829,0.00521867
2.08114095,-0.02108829,0.01413007
2.08626095,-0.01226844,0.00521867
2.09138095,-0.01226844,0.00521867
2.09650095,-0.01226844,-0.00372326
2.10162095,-0.01226844,-0.00372326
2.10674095,-0.02108829,0.00521867
2.11186095,-0.02108829,-0.00372326
2.11698095,-0.01226844,-0.00372326
2.12210095,-0.01226844,-0.00372326
2.12722095,-0.02108829,0.00521867
2.13234095,-0.01226844,0.00521867
2.13746095,-0.01226844,-0.01263466
2.14258095,-0.01226844,-0.01263466
2.14770095,-0.01226844,-0.00372326
2.15282095,-0.02108829,0.00521867
2.15794095,-0.01226844,-0.00372326
2.16306095,-0.01226844,-0.00372326
2.16818095,-0.01226844,0.00521867
2.17330095,-0.02108829,0.00521867
2.17842095,-0.01226844,0.00521867
2.18354095,-0.01226844,-0.00372326
2.18866095,-0.01226844,-0.00372326
2.19378095,-0.01226844,-0.00372326
2.19890095,-0.01226844,0.00521867
2.20402095,-0.02108829,0.00521867
2.20914095,-0.01226844,-0.00372326
2.21426095,-0.01226844,-0.00372326
2.21938095,-0.01226844,0.00521867
2.22450095,-0.02108829,0.00521867
2.22962095,-0.01226844,-0.01263466
2.23474095,-0.01226844,-0.01263466
2.23986095,-0.01226844,-0.00372326
2.24498095,-0.01226844,0.00521867
2.25010095,-0.01226844,-0.01263466
2.25522095,-0.01226844,-0.00372326
2.26034095,-0.01226844,-0.00372326
2.26546095,-0.01226844,0.00521867
2.27058095,-0.02108829,0.00521867
2.27570095,-0.01226844,-0.00372326
2.28082095,-0.01226844,-0.00372326
2.28594095,-0.01226844,0.00521867
2.29106095,-0.01226844,0.00521867
2.29618095,-0.01226844,0.00521867
2.30130095,-0.01226844,-0.00372326
2.30642095,-0.00344859,-0.00372326
2.31154095,-0.01226844,0.00521867
2.31666095,-0.02108829,0.00521867
2.32178095,-0.01226844,0.00521867
2.32690095,-0.01226844,-0.00372326
2.33202095,-0.01226844,0.00521867
2.33714095,-0.01226844,0.01413007
2.34226095,-0.01226844,0.00521867
2.34738095,-0.01226844,-0.00372326
2.35250095,-0.00344859,0.00521867
2.35762095,-0.01226844,0.01413007
2.36274095,-0.02108829,0.01413007
2.36786095,-0.01226844,-0.00372326
2.37298095,-0.01226844,0.00521867
2.37810095,-0.01226844,0.00521867
2.38322095,-0.01226844,0.00521867
2.38834095,-0.00344859,0.00521867
2.39346095,-0.01226844,0.00521867
2.39858095,-0.01226844,0.00521867
2.40370095,-0.01226844,0.00521867
2.40882095,-0.02108829,0.00521867
2.41394095,-0.01226844,0.00521867
2.41906095,-0.00344859,0.00521867
2.42418095,-0.01226844,0.00521867
2.42930095,-0.01226844,0.01413007
2.43442095,-0.01226844,0.00521867
2.43954095,-0.01226844,-0.00372326
2.44466095,-0.00344859,0.00521867
2.44978095,-0.01226844,0.01413007
2.45490095,-0.01226844,0.01413007
2.46002095,-0.01226844,0.00521867
2.46514095,-0.01226844,0.00521867
2.47026095,-0.01226844,0.00521867
2.47538095,-0.01226844,0.00521867
2.48050095,-0.01226844,0.00521867
2.48562095,-0.01226844,-0.00372326
2.49074095,-0.00344859,0.00521867
2.49586095,-0.00344859,0.00521867
2.50098095,-0.01226844,0.00521867
2.50610095,-0.01226844,0.00521867
2.51122095,-0.01226844,-0.00372326
2.51634095,-0.00344859,-0.00372326
2.52146095,-0.01226844,0.00521867
2.52658095,-0.01226844,0.00521867
2.53170095,-0.01226844,-0.00372326
2.53682095,-0.00344859,-0.00372326
2.54194095,-0.01226844,0.00521867
2.54706095,-0.01226844,0.01413007
2.55218095,-0.01226844,0.00521867
2.55730095,-0.01226844,0.00521867
2.56242095,-0.01226844,0.00521867
2.56754095,-0.01226844,0.00521867
2.57266095,-0.00344859,-0.00372326
2.57778095,-0.01226844,-0.00372326
2.58290095,-0.00344859,-0.00372326
2.58802095,-0.01226844,0.00521867
2.59314095,-0.01226844,0.00521867
2.59826095,-0.01226844,0.00521867
2.60338095,-0.01226844,0.00521867
2.60850095,-0.00344859,0.00521867
2.61362095,-0.01226844,0.01413007
2.61874095,-0.00344859,0.01413007
2.62386095,-0.01226844,0.00521867
2.62898095,-0.00344859,0.00521867
2.63410095,-0.00344859,0.01413007
2.63922095,-0.02108829,0.01413007
2.64434095,-0.01226844,0.00521867
2.64946095,-0.01226844,0.00521867
2.65458095,-0.01226844,0.01413007
2.65970095,-0.00344859,0.01413007
2.66482095,-0.00344859,0.00521867
2.66994095,-0.01226844,0.00521867
2.67506095,-0.00344859,0.00521867
2.68018095,-0.01226844,0.01413007
2.68530095,-0.01226844,0.00521867
2.69042095,-0.01226844,0.00521867
2.69554095,-0.01226844,-0.00372326
2.70066095,-0.01226844,0.00521867
2.70578095,-0.00344859,0.00521867
2.71090095,-0.00344859,0.00521867
2.71602095,-0.01226844,-0.00372326
2.72114095,-0.00344859,0.00521867
2.72626095,-0.00344859,0.00521867
2.73138095,-0.02108829,0.00521867
2.73650095,-0.01226844,0.00521867
2.74162095,-0.00344859,0.00521867
2.74674095,-0.00344859,0.00521867
2.75186095,-0.00344859,0.01413007
2.75698095,-0.00344859,0.00521867
2.76210095,-0.00344859,-0.00372326
2.76722095,-0.00344859,0.00521867
2.77234095,-0.01226844,0.01413007
2.77746095,-0.01226844,0.00521867
2.78258095,-0.01226844,0.00521867
2.78770095,-0.01226844,0.00521867
2.79282095,-0.01226844,0.01413007
2.79794095,-0.00344859,0.01413007
2.80306095,-0.00344859,0.00521867
2.80818095,-0.01226844,0.00521867
2.81330095,-0.00344859,0.00521867
2.81842095,-0.00344859,0.00521867
2.82354095,-0.01226844,0.00521867
2.82866095,-0.01226844,0.00521867
2.83378095,-0.00344859,-0.00372326
2.83890095,-0.00344859,0.00521867
2.84402095,-0.01226844,0.00521867
2.84914095,-0.00344859,0.00521867
2.85426095,-0.00344859,0.00521867
2.85938095,-0.00344859,0.00521867
2.86450095,-0.01226844,0.01413007
2.86962095,-0.01226844,0.01413007
2.87474095,-0.00344859,0.00521867
2.87986095,-0.00344859,0.00521867
2.88498095,-0.00344859,0.01413007
2.89010095,-0.01226844,0.01413007
2.89522095,-0.00344859,0.01413007
2.90034095,-0.01226844,0.00521867
2.90546095,-0.00344859,0.01413007
2.91058095,-0.00344859,0.01413007
2.91570095,-0.00344859,0.01413007
2.92082095,-0.00344859,0.00521867
2.92594095,-0.00344859,0.00521867
2.93106095,-0.00344859,0.00521867
2.93618095,-0.00344859,0.01413007
2.94130095,-0.00344859,0.01413007
2.94642095,-0.01226844,0.00521867
2.95154095,-0.00344859,0.00521867
2.95666095,-0.01226844,0.01413007
2.96178095,-0.00344859,0.01413007
2.96690095,-0.00344859,0.00521867
2.97202094,-0.00344859,-0.00372326
2.97714094,-0.00344859,0.00521867
2.98226094,-0.01226844,0.01413007
2.98738094,-0.00344859,0.00521867
2.99250094,-0.00344859,0.00521867
2.99762094,-0.00344859,0.00521867
3.00274094,-0.01226844,0.01413007
3.00786094,-0.00344859,0.00521867
3.01298094,-0.00344859,0.00521867
3.01810094,-0.00344859,0.00521867
3.02322094,-0.00344859,0.00521867
3.02834094,-0.00344859,0.01413007
3.03346094,-0.00344859,0.00521867
3.03858094,-0.00344859,0.00521867
3.04370094,-0.00344859,0.00521867
3.04882094,-0.00344859,0.01413007
3.05394094,-0.01226844,0.01413007
3.05906094,-0.01226844,0.00521867
3.06418094,-0.00344859,0.00521867
3.06930094,-0.00344859,0.00521867
