Time (ms),Voltage (V)
-2.3166209,-0.04345836
-2.3140609,-0.04345836
-2.3115009,-0.04345836
-2.3089409,-0.03454695
-2.3063809,-0.03454695
-2.3038209,-0.03454695
-2.3012609,-0.03454695
-2.2987009,-0.04345836
-2.2961409,-0.04345836
-2.2935809,-0.04345836
-2.2910209,-0.04345836
-2.2884609,-0.04345836
-2.2859009,-0.04345836
-2.2833409,-0.04345836
-2.2807809,-0.04345836
-2.2782209,-0.04345836
-2.2756609,-0.04345836
-2.2731009,-0.05236976
-2.2705409,-0.04345836
-2.2679809,-0.05236976
-2.2654209,-0.04345836
-2.2628609,-0.05236976
-2.2603009,-0.05236976
-2.2577409,-0.05236976
-2.2551809,-0.05236976
-2.2526209,-0.05236976
-2.2500609,-0.04345836
-2.2475009,-0.04345836
-2.2449409,-0.04345836
-2.2423809,-0.04345836
-2.2398209,-0.04345836
-2.2372609,-0.04345836
-2.2347009,-0.04345836
-2.2321409,-0.04345836
-2.2295809,-0.04345836
-2.2270209,-0.04345836
-2.2244609,-0.04345836
-2.2219009,-0.04345836
-2.2193409,-0.04345836
-2.2167809,-0.04345836
-2.2142209,-0.04345836
-2.2116609,-0.04345836
-2.2091009,-0.04345836
-2.2065409,-0.04345836
-2.2039809,-0.04345836
-2.2014209,-0.04345836
-2.1988609,-0.05236976
-2.1963009,-0.04345836
-2.1937409,-0.05236976
-2.1911809,-0.04345836
-2.1886209,-0.04345836
-2.1860609,-0.04345836
-2.1835009,-0.04345836
-2.1809409,-0.04345836
-2.1783809,-0.04345836
-2.1758209,-0.04345836
-2.1732609,-0.04345836
-2.1707009,-0.04345836
-2.1681409,-0.04345836
-2.1655809,-0.04345836
-2.1630209,-0.04345836
-2.1604609,-0.04345836
-2.1579009,-0.04345836
-2.1553409,-0.04345836
-2.1527809,-0.04345836
-2.1502209,-0.04345836
-2.1476609,-0.04345836
-2.1451009,-0.04345836
-2.1425409,-0.04345836
-2.1399809,-0.03454695
-2.1374209,-0.04345836
-2.1348609,-0.04345836
-2.1323009,-0.04345836
-2.1297409,-0.04345836
-2.1271809,-0.04345836
-2.1246209,-0.03454695
-2.1220609,-0.04345836
-2.1195009,-0.04345836
-2.1169409,-0.04345836
-2.1143809,-0.03454695
-2.1118209,-0.03454695
-2.1092609,-0.04345836
-2.1067009,-0.03454695
-2.1041409,-0.04345836
-2.1015809,-0.04345836
-2.0990209,-0.03454695
-2.0964609,-0.04345836
-2.0939009,-0.04345836
-2.0913409,-0.04345836
-2.0887809,-0.04345836
-2.0862209,-0.04345836
-2.0836609,-0.04345836
-2.0811009,-0.04345836
-2.0785409,-0.03454695
-2.0759809,-0.04345836
-2.0734209,-0.04345836
-2.0708609,-0.04345836
-2.0683009,-0.04345836
-2.0657409,-0.04345836
-2.0631809,-0.04345836
-2.0606209,-0.03454695
-2.0580609,-0.04345836
-2.0555009,-0.04345836
-2.0529409,-0.04345836
-2.0503809,-0.04345836
-2.0478209,-0.04345836
-2.0452609,-0.04345836
-2.0427009,-0.04345836
-2.0401409,-0.04345836
-2.0375809,-0.04345836
-2.0350209,-0.04345836
-2.0324609,-0.04345836
-2.0299009,-0.04345836
-2.0273409,-0.04345836
-2.0247809,-0.04345836
-2.0222209,-0.04345836
-2.0196609,-0.03454695
-2.0171009,-0.04345836
-2.0145409,-0.04345836
-2.0119809,-0.04345836
-2.0094209,-0.03454695
-2.0068609,-0.03454695
-2.0043009,-0.04345836
-2.0017409,-0.04345836
-1.9991809,-0.04345836
-1.9966209,-0.04345836
-1.9940609,-0.04345836
-1.9915009,-0.03454695
-1.9889409,-0.03454695
-1.9863809,-0.04345836
-1.9838209,-0.03454695
-1.9812609,-0.04345836
-1.9787009,-0.03454695
-1.9761409,-0.04345836
-1.9735809,-0.04345836
-1.9710209,-0.03454695
-1.9684609,-0.03454695
-1.9659009,-0.04345836
-1.9633409,-0.04345836
-1.9607809,-0.04345836
-1.9582209,-0.03454695
-1.9556609,-0.03454695
-1.9531009,-0.04345836
-1.9505409,-0.03454695
-1.9479809,-0.04345836
-1.9454209,-0.04345836
-1.9428609,-0.04345836
-1.9403009,-0.04345836
-1.9377409,-0.04345836
-1.9351809,-0.04345836
-1.9326209,-0.03454695
-1.9300609,-0.04345836
-1.9275009,-0.04345836
-1.9249409,-0.04345836
-1.9223809,-0.04345836
-1.9198209,-0.04345836
-1.9172609,-0.04345836
-1.9147009,-0.04345836
-1.9121409,-0.04345836
-1.9095809,-0.04345836
-1.9070209,-0.04345836
-1.9044609,-0.04345836
-1.9019009,-0.04345836
-1.8993409,-0.04345836
-1.8967809,-0.04345836
-1.8942209,-0.04345836
-1.8916609,-0.04345836
-1.8891009,-0.04345836
-1.8865409,-0.04345836
-1.8839809,-0.04345836
-1.8814209,-0.04345836
-1.8788609,-0.06131168
-1.8763009,-0.05236976
-1.8737409,-0.05236976
-1.8711809,-0.06131168
-1.8686209,-0.05236976
-1.8660609,-0.05236976
-1.8635009,-0.06131168
-1.8609409,-0.04345836
-1.8583809,-0.04345836
-1.8558209,-0.04345836
-1.8532609,-0.04345836
-1.8507009,-0.04345836
-1.8481409,-0.04345836
-1.8455809,-0.04345836
-1.8430209,-0.04345836
-1.8404609,-0.04345836
-1.8379009,-0.04345836
-1.8353409,-0.04345836
-1.8327809,-0.04345836
-1.8302209,-0.04345836
-1.8276609,-0.04345836
-1.8251009,-0.04345836
-1.8225409,-0.04345836
-1.8199809,-0.04345836
-1.8174209,-0.04345836
-1.8148609,-0.04345836
-1.8123009,-0.04345836
-1.8097409,-0.04345836
-1.8071809,-0.04345836
-1.8046209,-0.03454695
-1.8020609,-0.04345836
-1.7995009,-0.03454695
-1.7969409,-0.03454695
-1.7943809,-0.03454695
-1.7918209,-0.03454695
-1.7892609,-0.04345836
-1.7867009,-0.03454695
-1.7841409,-0.04345836
-1.7815809,-0.04345836
-1.7790209,-0.04345836
-1.7764609,-0.04345836
-1.7739009,-0.04345836
-1.7713409,-0.04345836
-1.7687809,-0.04345836
-1.7662209,-0.05236976
-1.7636609,-0.04345836
-1.7611009,-0.04345836
-1.7585409,-0.04345836
-1.7559809,-0.04345836
-1.7534209,-0.04345836
-1.7508609,-0.05236976
-1.7483009,-0.04345836
-1.7457409,-0.04345836
-1.7431809,-0.04345836
-1.7406209,-0.04345836
-1.7380609,-0.04345836
-1.7355009,-0.04345836
-1.7329409,-0.04345836
-1.7303809,-0.04345836
-1.7278209,-0.04345836
-1.7252609,-0.04345836
-1.7227009,-0.04345836
-1.7201409,-0.05236976
-1.7175809,-0.04345836
-1.7150209,-0.04345836
-1.7124609,-0.04345836
-1.7099009,-0.04345836
-1.7073409,-0.04345836
-1.7047809,-0.04345836
-1.7022209,-0.04345836
-1.6996609,-0.04345836
-1.6971009,-0.04345836
-1.6945409,-0.05236976
-1.6919809,-0.04345836
-1.6894209,-0.04345836
-1.6868609,-0.04345836
-1.6843009,-0.04345836
-1.6817409,-0.04345836
-1.6791809,-0.04345836
-1.6766209,-0.04345836
-1.6740609,-0.04345836
-1.6715009,-0.04345836
-1.6689409,-0.04345836
-1.6663809,-0.03454695
-1.6638209,-0.03454695
-1.6612609,-0.03454695
-1.6587009,-0.04345836
-1.6561409,-0.04345836
-1.6535809,-0.04345836
-1.6510209,-0.04345836
-1.6484609,-0.03454695
-1.6459009,-0.03454695
-1.6433409,-0.03454695
-1.6407809,-0.04345836
-1.6382209,-0.04345836
-1.6356609,-0.04345836
-1.6331009,-0.04345836
-1.6305409,-0.04345836
-1.6279809,-0.04345836
-1.6254209,-0.04345836
-1.6228609,-0.04345836
-1.6203009,-0.04345836
-1.6177409,-0.04345836
-1.6151809,-0.04345836
-1.6126209,-0.04345836
-1.6100609,-0.04345836
-1.6075009,-0.04345836
-1.6049409,-0.04345836
-1.6023809,-0.05236976
-1.5998209,-0.04345836
-1.5972609,-0.04345836
-1.5947009,-0.04345836
-1.5921409,-0.05236976
-1.5895809,-0.04345836
-1.5870209,-0.05236976
-1.5844609,-0.04345836
-1.5819009,-0.05236976
-1.5793409,-0.05236976
-1.5767809,-0.05236976
-1.5742209,-0.04345836
-1.5716609,-0.04345836
-1.5691009,-0.04345836
-1.5665409,-0.04345836
-1.5639809,-0.04345836
-1.5614209,-0.04345836
-1.5588609,-0.04345836
-1.5563009,-0.04345836
-1.5537409,-0.04345836
-1.5511809,-0.04345836
-1.5486209,-0.04345836
-1.5460609,-0.04345836
-1.5435009,-0.04345836
-1.5409409,-0.04345836
-1.5383809,-0.06131168
-1.5358209,-0.05236976
-1.5332609,-0.04345836
-1.5307009,-0.05236976
-1.5281409,-0.05236976
-1.5255809,-0.05236976
-1.5230209,-0.04345836
-1.5204609,-0.04345836
-1.5179009,-0.04345836
-1.5153409,-0.04345836
-1.5127809,-0.04345836
-1.5102209,-0.04345836
-1.5076609,-0.04345836
-1.5051009,-0.03454695
-1.5025409,-0.03454695
-1.4999809,-0.03454695
-1.4974209,-0.03454695
-1.4948609,-0.03454695
-1.4923009,-0.03454695
-1.4897409,-0.03454695
-1.4871809,-0.04345836
-1.4846209,-0.03454695
-1.4820609,-0.04345836
-1.4795009,-0.04345836
-1.4769409,-0.04345836
-1.4743809,-0.04345836
-1.4718209,-0.04345836
-1.4692609,-0.04345836
-1.4667009,-0.04345836
-1.4641409,-0.04345836
-1.4615809,-0.04345836
-1.4590209,-0.04345836
-1.4564609,-0.04345836
-1.4539009,-0.04345836
-1.4513409,-0.03454695
-1.4487809,-0.04345836
-1.4462209,-0.04345836
-1.4436609,-0.04345836
-1.4411009,-0.04345836
-1.4385409,-0.03454695
-1.4359809,-0.03454695
-1.4334209,-0.04345836
-1.4308609,-0.04345836
-1.4283009,-0.04345836
-1.4257409,-0.04345836
-1.4231809,-0.03454695
-1.4206209,-0.04345836
-1.4180609,-0.03454695
-1.4155009,-0.03454695
-1.4129409,-0.03454695
-1.4103809,-0.04345836
-1.4078209,-0.04345836
-1.4052609,-0.04345836
-1.4027009,-0.04345836
-1.4001409,-0.04345836
-1.3975809,-0.04345836
-1.3950209,-0.04345836
-1.3924609,-0.04345836
-1.3899009,-0.04345836
-1.3873409,-0.04345836
-1.3847809,-0.04345836
-1.3822209,-0.04345836
-1.3796609,-0.04345836
-1.3771009,-0.04345836
-1.3745409,-0.04345836
-1.3719809,-0.04345836
-1.3694209,-0.04345836
-1.3668609,-0.04345836
-1.3643009,-0.04345836
-1.3617409,-0.04345836
-1.3591809,-0.04345836
-1.3566209,-0.04345836
-1.3540609,-0.04345836
-1.3515009,-0.04345836
-1.3489409,-0.04345836
-1.3463809,-0.04345836
-1.3438209,-0.04345836
-1.3412609,-0.04345836
-1.3387009,-0.04345836
-1.3361409,-0.04345836
-1.3335809,-0.05236976
-1.3310209,-0.04345836
-1.3284609,-0.04345836
-1.3259009,-0.04345836
-1.3233409,-0.04345836
-1.3207809,-0.04345836
-1.3182209,-0.04345836
-1.3156609,-0.04345836
-1.3131009,-0.04345836
-1.3105409,-0.04345836
-1.3079809,-0.04345836
-1.3054209,-0.04345836
-1.3028609,-0.04345836
-1.3003009,-0.04345836
-1.2977409,-0.04345836
-1.2951809,-0.04345836
-1.2926209,-0.04345836
-1.2900609,-0.04345836
-1.2875009,-0.04345836
-1.2849409,-0.04345836
-1.2823809,-0.04345836
-1.2798209,-0.04345836
-1.2772609,-0.04345836
-1.2747009,-0.03454695
-1.2721409,-0.03454695
-1.2695809,-0.03454695
-1.2670209,-0.03454695
-1.2644609,-0.03454695
-1.2619009,-0.03454695
-1.2593409,-0.03454695
-1.2567809,-0.03454695
-1.2542209,-0.03454695
-1.2516609,-0.03454695
-1.2491009,-0.03454695
-1.2465409,-0.03454695
-1.2439809,-0.03454695
-1.2414209,-0.03454695
-1.2388609,-0.03454695
-1.2363009,-0.03454695
-1.2337409,-0.03454695
-1.2311809,-0.03454695
-1.2286209,-0.03454695
-1.2260609,-0.03454695
-1.2235009,-0.03454695
-1.2209409,-0.04345836
-1.2183809,-0.04345836
-1.2158209,-0.04345836
-1.2132609,-0.04345836
-1.2107009,-0.03454695
-1.2081409,-0.03454695
-1.2055809,-0.04345836
-1.2030209,-0.04345836
-1.2004609,-0.04345836
-1.1979009,-0.04345836
-1.1953409,-0.04345836
-1.1927809,-0.04345836
-1.1902209,-0.04345836
-1.1876609,-0.05236976
-1.1851009,-0.04345836
-1.1825409,-0.04345836
-1.1799809,-0.04345836
-1.1774209,-0.04345836
-1.1748609,-0.04345836
-1.1723009,-0.04345836
-1.1697409,-0.04345836
-1.1671809,-0.04345836
-1.1646209,-0.04345836
-1.1620609,-0.04345836
-1.1595009,-0.04345836
-1.1569409,-0.04345836
-1.1543809,-0.04345836
-1.1518209,-0.04345836
-1.1492609,-0.04345836
-1.1467009,-0.04345836
-1.1441409,-0.04345836
-1.1415809,-0.04345836
-1.1390209,-0.04345836
-1.1364609,-0.04345836
-1.1339009,-0.04345836
-1.1313409,-0.04345836
-1.1287809,-0.04345836
-1.1262209,-0.04345836
-1.1236609,-0.04345836
-1.1211009,-0.04345836
-1.1185409,-0.04345836
-1.1159809,-0.03454695
-1.1134209,-0.03454695
-1.1108609,-0.04345836
-1.1083009,-0.04345836
-1.1057409,-0.04345836
-1.1031809,-0.04345836
-1.1006209,-0.03454695
-1.0980609,-0.03454695
-1.0955009,-0.03454695
-1.0929409,-0.03454695
-1.0903809,-0.04345836
-1.0878209,-0.03454695
-1.0852609,-0.04345836
-1.0827009,-0.04345836
-1.0801409,-0.04345836
-1.0775809,-0.04345836
-1.0750209,-0.04345836
-1.0724609,-0.04345836
-1.0699009,-0.04345836
-1.0673409,-0.04345836
-1.0647809,-0.04345836
-1.0622209,-0.04345836
-1.0596609,-0.04345836
-1.0571009,-0.04345836
-1.0545409,-0.04345836
-1.0519809,-0.04345836
-1.0494209,-0.04345836
-1.0468609,-0.04345836
-1.0443009,-0.04345836
-1.0417409,-0.04345836
-1.0391809,-0.05236976
-1.0366209,-0.04345836
-1.0340609,-0.04345836
-1.0315009,-0.04345836
-1.0289409,-0.04345836
-1.0263809,-0.04345836
-1.0238209,-0.05236976
-1.0212609,-0.04345836
-1.0187009,-0.04345836
-1.0161409,-0.04345836
-1.0135809,-0.04345836
-1.0110209,-0.04345836
-1.0084609,-0.04345836
-1.0059009,-0.04345836
-1.0033409,-0.04345836
-1.0007809,-0.05236976
-0.9982209,-0.05236976
-0.9956609,-0.05236976
-0.9931009,-0.06131168
-0.9905409,-0.06131168
-0.9879809,-0.06131168
-0.9854209,-0.06131168
-0.9828609,-0.05236976
-0.9803009,-0.05236976
-0.9777409,-0.05236976
-0.9751809,-0.05236976
-0.9726209,-0.05236976
-0.9700609,-0.04345836
-0.9675009,-0.04345836
-0.9649409,-0.04345836
-0.9623809,-0.04345836
-0.9598209,-0.04345836
-0.9572609,-0.04345836
-0.9547009,-0.04345836
-0.9521409,-0.04345836
-0.9495809,-0.04345836
-0.9470209,-0.04345836
-0.9444609,-0.04345836
-0.9419009,-0.04345836
-0.9393409,-0.04345836
-0.9367809,-0.04345836
-0.9342209,-0.04345836
-0.9316609,-0.04345836
-0.9291009,-0.04345836
-0.9265409,-0.04345836
-0.9239809,-0.04345836
-0.9214209,-0.04345836
-0.9188609,-0.04345836
-0.9163009,-0.04345836
-0.9137409,-0.03454695
-0.9111809,-0.04345836
-0.9086209,-0.04345836
-0.9060609,-0.03454695
-0.9035009,-0.03454695
-0.9009409,-0.03454695
-0.8983809,-0.03454695
-0.8958209,-0.03454695
-0.8932609,-0.03454695
-0.8907009,-0.03454695
-0.8881409,-0.03454695
-0.8855809,-0.03454695
-0.8830209,-0.03454695
-0.8804609,-0.03454695
-0.8779009,-0.03454695
-0.8753409,-0.03454695
-0.8727809,-0.03454695
-0.8702209,-0.03454695
-0.8676609,-0.03454695
-0.8651009,-0.03454695
-0.8625409,-0.04345836
-0.8599809,-0.04345836
-0.8574209,-0.04345836
-0.8548609,-0.04345836
-0.8523009,-0.04345836
-0.8497409,-0.04345836
-0.8471809,-0.04345836
-0.8446209,-0.04345836
-0.8420609,-0.04345836
-0.8395009,-0.04345836
-0.8369409,-0.04345836
-0.8343809,-0.05236976
-0.8318209,-0.04345836
-0.8292609,-0.04345836
-0.8267009,-0.04345836
-0.8241409,-0.04345836
-0.8215809,-0.04345836
-0.8190209,-0.04345836
-0.8164609,-0.03454695
-0.8139009,-0.04345836
-0.8113409,-0.04345836
-0.8087809,-0.05236976
-0.8062209,-0.04345836
-0.8036609,-0.04345836
-0.8011009,-0.04345836
-0.7985409,-0.04345836
-0.7959809,-0.04345836
-0.7934209,-0.04345836
-0.7908609,-0.04345836
-0.78830091,-0.04345836
-0.78574091,-0.04345836
-0.78318091,-0.04345836
-0.78062091,-0.04345836
-0.77806091,-0.04345836
-0.77550091,-0.04345836
-0.77294091,-0.04345836
-0.77038091,-0.04345836
-0.76782091,-0.04345836
-0.76526091,-0.04345836
-0.76270091,-0.04345836
-0.76014091,-0.03454695
-0.75758091,-0.04345836
-0.75502091,-0.04345836
-0.75246091,-0.04345836
-0.74990091,-0.03454695
-0.74734091,-0.03454695
-0.74478091,-0.04345836
-0.74222091,-0.03454695
-0.73966091,-0.04345836
-0.73710091,-0.04345836
-0.73454091,-0.04345836
-0.73198091,-0.03454695
-0.72942091,-0.03454695
-0.72686091,-0.03454695
-0.72430091,-0.03454695
-0.72174091,-0.03454695
-0.71918091,-0.03454695
-0.71662091,-0.03454695
-0.71406091,-0.03454695
-0.71150091,-0.03454695
-0.70894091,-0.03454695
-0.70638091,-0.03454695
-0.70382091,-0.03454695
-0.70126091,-0.03454695
-0.69870091,-0.03454695
-0.69614091,-0.03454695
-0.69358091,-0.04345836
-0.69102091,-0.03454695
-0.68846091,-0.04345836
-0.68590091,-0.04345836
-0.68334091,-0.03454695
-0.68078091,-0.04345836
-0.67822091,-0.04345836
-0.67566091,-0.04345836
-0.67310091,-0.04345836
-0.67054091,-0.04345836
-0.66798091,-0.04345836
-0.66542091,-0.04345836
-0.66286091,-0.03454695
-0.66030091,-0.04345836
-0.65774091,-0.03454695
-0.65518091,-0.03454695
-0.65262091,-0.03454695
-0.65006091,-0.03454695
-0.64750091,-0.03454695
-0.64494091,-0.03454695
-0.64238091,-0.03454695
-0.63982091,-0.04345836
-0.63726091,-0.03454695
-0.63470091,-0.04345836
-0.63214091,-0.03454695
-0.62958091,-0.03454695
-0.62702091,-0.03454695
-0.62446091,-0.03454695
-0.62190091,-0.03454695
-0.61934091,-0.03454695
-0.61678091,-0.04345836
-0.61422091,-0.04345836
-0.61166091,-0.04345836
-0.60910091,-0.03454695
-0.60654091,-0.03454695
-0.60398091,-0.03454695
-0.60142091,-0.03454695
-0.59886091,-0.04345836
-0.59630091,-0.03454695
-0.59374091,-0.03454695
-0.59118091,-0.04345836
-0.58862091,-0.04345836
-0.58606091,-0.04345836
-0.58350091,-0.04345836
-0.58094091,-0.04345836
-0.57838091,-0.04345836
-0.57582091,-0.04345836
-0.57326091,-0.04345836
-0.57070091,-0.04345836
-0.56814091,-0.04345836
-0.56558091,-0.04345836
-0.56302091,-0.03454695
-0.56046091,-0.04345836
-0.55790091,-0.04345836
-0.55534091,-0.04345836
-0.55278091,-0.04345836
-0.55022091,-0.04345836
-0.54766091,-0.04345836
-0.54510091,-0.04345836
-0.54254091,-0.04345836
-0.53998091,-0.04345836
-0.53742091,-0.04345836
-0.53486091,-0.04345836
-0.53230091,-0.04345836
-0.52974091,-0.04345836
-0.52718091,-0.04345836
-0.52462091,-0.04345836
-0.52206091,-0.03454695
-0.51950091,-0.04345836
-0.51694091,-0.03454695
-0.51438091,-0.04345836
-0.51182091,-0.04345836
-0.50926091,-0.04345836
-0.50670091,-0.03454695
-0.50414091,-0.04345836
-0.50158091,-0.04345836
-0.49902091,-0.04345836
-0.49646091,-0.04345836
-0.49390091,-0.04345836
-0.49134091,-0.04345836
-0.48878091,-0.04345836
-0.48622091,-0.04345836
-0.48366091,-0.04345836
-0.48110091,-0.04345836
-0.47854091,-0.04345836
-0.47598091,-0.04345836
-0.47342091,-0.04345836
-0.47086091,-0.04345836
-0.46830091,-0.04345836
-0.46574091,-0.04345836
-0.46318091,-0.04345836
-0.46062091,-0.04345836
-0.45806091,-0.04345836
-0.45550091,-0.04345836
-0.45294091,-0.04345836
-0.45038091,-0.04345836
-0.44782091,-0.04345836
-0.44526091,-0.05236976
-0.44270091,-0.05236976
-0.44014091,-0.05236976
-0.43758091,-0.05236976
-0.43502091,-0.04345836
-0.43246091,-0.04345836
-0.42990091,-0.04345836
-0.42734091,-0.04345836
-0.42478091,-0.04345836
-0.42222091,-0.04345836
-0.41966091,-0.04345836
-0.41710091,-0.04345836
-0.41454091,-0.04345836
-0.41198091,-0.04345836
-0.40942091,-0.04345836
-0.40686091,-0.04345836
-0.40430091,-0.04345836
-0.40174091,-0.04345836
-0.39918091,-0.03454695
-0.39662091,-0.03454695
-0.39406091,-0.04345836
-0.39150091,-0.04345836
-0.38894091,-0.03454695
-0.38638091,-0.03454695
-0.38382091,-0.03454695
-0.38126091,-0.03454695
-0.37870091,-0.03454695
-0.37614091,-0.04345836
-0.37358091,-0.04345836
-0.37102091,-0.04345836
-0.36846091,-0.04345836
-0.36590091,-0.04345836
-0.36334091,-0.04345836
-0.36078091,-0.04345836
-0.35822091,-0.04345836
-0.35566091,-0.03454695
-0.35310091,-0.04345836
-0.35054091,-0.04345836
-0.34798091,-0.03454695
-0.34542091,-0.04345836
-0.34286091,-0.04345836
-0.34030091,-0.04345836
-0.33774091,-0.04345836
-0.33518091,-0.04345836
-0.33262091,-0.04345836
-0.33006091,-0.04345836
-0.32750091,-0.04345836
-0.32494091,-0.04345836
-0.32238091,-0.04345836
-0.31982091,-0.04345836
-0.31726091,-0.04345836
-0.31470091,-0.04345836
-0.31214091,-0.04345836
-0.30958091,-0.04345836
-0.30702091,-0.04345836
-0.30446091,-0.04345836
-0.30190091,-0.04345836
-0.29934091,-0.04345836
-0.29678091,-0.04345836
-0.29422091,-0.04345836
-0.29166091,-0.03454695
-0.28910091,-0.03454695
-0.28654091,-0.03454695
-0.28398091,-0.03454695
-0.28142091,-0.03454695
-0.27886091,-0.03454695
-0.27630091,-0.03454695
-0.27374091,-0.03454695
-0.27118091,-0.03454695
-0.26862091,-0.03454695
-0.26606091,-0.03454695
-0.26350091,-0.03454695
-0.26094091,-0.03454695
-0.25838091,-0.03454695
-0.25582091,-0.03454695
-0.25326091,-0.04345836
-0.25070091,-0.04345836
-0.24814091,-0.04345836
-0.24558091,-0.04345836
-0.24302091,-0.04345836
-0.24046091,-0.04345836
-0.23790091,-0.04345836
-0.23534091,-0.04345836
-0.23278091,-0.04345836
-0.23022091,-0.04345836
-0.22766091,-0.04345836
-0.22510091,-0.04345836
-0.22254091,-0.05236976
-0.21998091,-0.04345836
-0.21742091,-0.04345836
-0.21486091,-0.04345836
-0.21230091,-0.04345836
-0.20974091,-0.04345836
-0.20718091,-0.04345836
-0.20462091,-0.04345836
-0.20206091,-0.04345836
-0.19950091,-0.04345836
-0.19694091,-0.04345836
-0.19438091,-0.04345836
-0.19182091,-0.04345836
-0.18926091,-0.05236976
-0.18670091,-0.04345836
-0.18414091,-0.05236976
-0.18158091,-0.04345836
-0.17902091,-0.04345836
-0.17646091,-0.04345836
-0.17390091,-0.04345836
-0.17134091,-0.04345836
-0.16878091,-0.04345836
-0.16622091,-0.04345836
-0.16366091,-0.04345836
-0.16110091,-0.04345836
-0.15854091,-0.04345836
-0.15598091,-0.04345836
-0.15342091,-0.05236976
-0.15086091,-0.04345836
-0.14830091,-0.04345836
-0.14574091,-0.04345836
-0.14318091,-0.04345836
-0.14062091,-0.04345836
-0.13806091,-0.04345836
-0.13550091,-0.04345836
-0.13294091,-0.04345836
-0.13038091,-0.05236976
-0.12782091,-0.04345836
-0.12526091,-0.04345836
-0.12270091,-0.05236976
-0.12014091,-0.04345836
-0.11758091,-0.04345836
-0.11502091,-0.04345836
-0.11246091,-0.04345836
-0.10990091,-0.04345836
-0.10734091,-0.04345836
-0.10478091,-0.04345836
-0.10222091,-0.04345836
-0.09966091,-0.04345836
-0.09710091,-0.04345836
-0.09454091,-0.04345836
-0.09198091,-0.04345836
-0.08942091,-0.04345836
-0.08686091,-0.03454695
-0.08430091,-0.03454695
-0.08174091,-0.04345836
-0.07918091,-0.04345836
-0.07662091,-0.04345836
-0.07406091,-0.04345836
-0.07150091,-0.05236976
-0.06894091,-0.05236976
-0.06638091,-0.05236976
-0.06382091,-0.06131168
-0.06126091,-0.04345836
-0.05870091,-0.04345836
-0.05614091,-0.05236976
-0.05358091,-0.05236976
-0.05102091,-0.04345836
-0.04846091,-0.04345836
-0.04590091,-0.04345836
-0.04334091,-0.04345836
-0.04078091,-0.04345836
-0.03822091,-0.04345836
-0.03566091,-0.04345836
-0.03310091,-0.04345836
-0.03054091,-0.04345836
-0.02798091,-0.04345836
-0.02542091,-0.04345836
-0.02286091,-0.04345836
-0.02030091,-0.04345836
-0.01774091,-0.04345836
-0.01518091,-0.04345836
-0.01262091,-0.04345836
-0.01006091,-0.04345836
-0.00750091,-0.04345836
-0.00494091,-0.04345836
-0.00238091,-0.04345836
0.00017909,0.2331004
0.00273909,∞
0.00529909,∞
0.00785909,∞
0.01041909,∞
0.01297909,∞
0.01553909,∞
0.01809909,∞
0.02065909,∞
0.02321909,∞
0.02577909,∞
0.02833909,∞
0.03089909,∞
0.03345909,∞
0.03601909,∞
0.03857909,∞
0.04113909,∞
0.04369909,∞
0.04625909,∞
0.04881909,∞
0.05137909,∞
0.05393909,∞
0.05649909,∞
0.05905909,0.929014
0.06161909,0.8397778
0.06417909,0.7505722
0.06673909,0.6791894
0.06929909,0.6167486
0.07185909,0.5631886
0.07441909,0.5275124
0.07697909,0.473983
0.07953909,0.4383068
0.08209909,0.4115421
0.08465909,0.3847774
0.08721909,0.3580126
0.08977909,0.3401593
0.09233909,0.322306
0.09489909,0.3133946
0.09745909,0.2955413
0.10001909,0.2776879
0.10257909,0.2598651
0.10513909,0.2509232
0.10769909,0.2420118
0.11025909,0.2420118
0.11281909,0.2331004
0.11537909,0.2241585
0.11793909,0.2241585
0.12049909,0.2241585
0.12305909,0.215247
0.12561909,0.2063356
0.12817909,0.1973937
0.13073909,0.1884823
0.13329909,0.1884823
0.13585909,0.1884823
0.13841909,0.1884823
0.14097909,0.1884823
0.14353909,0.1884823
0.14609909,0.1884823
0.14865909,0.1884823
0.15121909,0.1884823
0.15377909,0.1884823
0.15633909,0.1884823
0.15889909,0.1884823
0.16145909,0.1884823
0.16401909,0.1884823
0.16657909,0.1884823
0.16913909,0.1795709
0.17169909,0.1795709
0.17425909,0.1795709
0.17681909,0.1795709
0.17937909,0.1795709
0.18193909,0.1795709
0.18449909,0.1795709
0.18705909,0.1884823
0.18961909,0.1884823
0.19217909,0.1884823
0.19473909,0.1884823
0.19729909,0.1884823
0.19985909,0.1884823
0.20241909,0.1884823
0.20497909,0.1884823
0.20753909,0.1884823
0.21009909,0.1884823
0.21265909,0.1795709
0.21521909,0.170629
0.21777909,0.1617176
0.22033909,0.1617176
0.22289909,0.1528062
0.22545909,0.1528062
0.22801909,0.1617176
0.23057909,0.170629
0.23313909,0.1795709
0.23569909,0.1795709
0.23825909,0.1884823
0.24081909,0.1884823
0.24337909,0.1884823
0.24593909,0.1884823
0.24849909,0.1884823
0.25105909,0.1884823
0.25361909,0.1884823
0.25617909,0.1884823
0.25873909,0.1884823
0.26129909,0.1884823
0.26385909,0.1884823
0.26641909,0.1795709
0.26897909,0.1795709
0.27153909,0.1795709
0.27409909,0.1795709
0.27665909,0.1795709
0.27921909,0.170629
0.28177909,0.170629
0.28433909,0.170629
0.28689909,0.170629
0.28945909,0.170629
0.29201909,0.1795709
0.29457909,0.1795709
