Time,Channel B
(ms),(mV)

-1.32111099,73.99212000
-1.31855099,69.50591000
-1.31599099,73.99212000
-1.31343099,73.99212000
-1.31087099,73.99212000
-1.30831099,69.50591000
-1.30575099,73.99212000
-1.30319099,73.99212000
-1.30063099,73.99212000
-1.29807099,69.50591000
-1.29551099,73.99212000
-1.29295099,73.99212000
-1.29039099,73.99212000
-1.28783099,73.99212000
-1.28527099,73.99212000
-1.28271099,73.99212000
-1.28015099,73.99212000
-1.27759099,73.99212000
-1.27503099,73.99212000
-1.27247099,78.46308000
-1.26991099,73.99212000
-1.26735099,73.99212000
-1.26479099,73.99212000
-1.26223099,73.99212000
-1.25967099,73.99212000
-1.25711099,73.99212000
-1.25455099,73.99212000
-1.25199099,78.46308000
-1.24943099,73.99212000
-1.24687099,73.99212000
-1.24431099,73.99212000
-1.24175099,73.99212000
-1.23919099,78.46308000
-1.23663099,78.46308000
-1.23407099,73.99212000
-1.23151099,78.46308000
-1.22895099,78.46308000
-1.22639099,73.99212000
-1.22383099,78.46308000
-1.22127099,73.99212000
-1.21871099,73.99212000
-1.21615099,73.99212000
-1.21359099,73.99212000
-1.21103099,78.46308000
-1.20847099,78.46308000
-1.20591099,73.99212000
-1.20335099,73.99212000
-1.20079099,78.46308000
-1.19823099,73.99212000
-1.19567099,78.46308000
-1.19311099,73.99212000
-1.19055099,78.46308000
-1.18799099,73.99212000
-1.18543099,78.46308000
-1.18287099,73.99212000
-1.18031099,73.99212000
-1.17775099,73.99212000
-1.17519099,78.46308000
-1.17263099,73.99212000
-1.17007099,78.46308000
-1.16751099,73.99212000
-1.16495099,78.46308000
-1.16239099,73.99212000
-1.15983099,73.99212000
-1.15727099,73.99212000
-1.15471099,73.99212000
-1.15215099,73.99212000
-1.14959099,78.46308000
-1.14703099,78.46308000
-1.14447099,78.46308000
-1.14191099,73.99212000
-1.13935099,73.99212000
-1.13679099,73.99212000
-1.13423099,73.99212000
-1.13167099,78.46308000
-1.12911099,78.46308000
-1.12655099,73.99212000
-1.12399099,73.99212000
