Time,Invert B
(ms),(mV)

-1.32216199,-78.46308000
-1.31960199,-78.46308000
-1.31704199,-73.99212000
-1.31448199,-78.46308000
-1.31192199,-78.46308000
-1.30936199,-78.46308000
-1.30680199,-78.46308000
-1.30424199,-78.46308000
-1.30168199,-78.46308000
-1.29912199,-78.46308000
-1.29656199,-73.99212000
-1.29400199,-78.46308000
-1.29144199,-78.46308000
-1.28888199,-78.46308000
-1.28632199,-78.46308000
-1.28376199,-73.99212000
-1.28120199,-78.46308000
-1.27864199,-78.46308000
-1.27608199,-78.46308000
-1.27352199,-78.46308000
-1.27096199,-73.99212000
-1.26840199,-78.46308000
-1.26584199,-78.46308000
-1.26328199,-78.46308000
-1.26072199,-78.46308000
-1.25816199,-78.46308000
-1.25560199,-78.46308000
-1.25304199,-78.46308000
-1.25048199,-78.46308000
-1.24792199,-78.46308000
-1.24536199,-78.46308000
-1.24280199,-78.46308000
-1.24024199,-78.46308000
-1.23768199,-78.46308000
-1.23512199,-78.46308000
-1.23256199,-78.46308000
-1.23000199,-78.46308000
-1.22744199,-78.46308000
-1.22488199,-78.46308000
-1.22232199,-78.46308000
-1.21976199,-78.46308000
-1.21720199,-78.46308000
-1.21464199,-78.46308000
-1.21208199,-78.46308000
-1.20952199,-73.99212000
-1.20696199,-78.46308000
-1.20440199,-78.46308000
-1.20184199,-73.99212000
-1.19928199,-78.46308000
-1.19672199,-78.46308000
-1.19416199,-78.46308000
-1.19160199,-78.46308000
-1.18904199,-78.46308000
-1.18648199,-78.46308000
-1.18392199,-78.46308000
-1.18136199,-78.46308000
-1.17880199,-78.46308000
-1.17624199,-73.99212000
-1.17368199,-78.46308000
-1.17112199,-78.46308000
-1.16856199,-78.46308000
-1.16600199,-78.46308000
-1.16344199,-78.46308000
-1.16088199,-73.99212000
-1.15832199,-78.46308000
-1.15576199,-78.46308000
-1.15320199,-78.46308000
-1.15064199,-78.46308000
-1.14808199,-78.46308000
-1.14552199,-78.46308000
-1.14296199,-78.46308000
-1.14040199,-78.46308000
