Time,Channel B
(ms),(mV)

-1.32295000,78.46308000
-1.32039000,78.46308000
-1.31783000,78.46308000
-1.31527000,78.46308000
-1.31271000,78.46308000
-1.31015000,78.46308000
-1.30759000,78.46308000
-1.30503000,78.46308000
-1.30247000,78.46308000
-1.29991000,78.46308000
-1.29735000,78.46308000
-1.29479000,78.46308000
-1.29223000,78.46308000
-1.28967000,78.46308000
-1.28711000,78.46308000
-1.28455000,78.46308000
-1.28199000,78.46308000
-1.27943000,78.46308000
-1.27687000,78.46308000
-1.27431000,78.46308000
-1.27175000,78.46308000
-1.26919000,78.46308000
-1.26663000,78.46308000
-1.26407000,78.46308000
-1.26151000,78.46308000
-1.25895000,78.46308000
-1.25639000,78.46308000
-1.25383000,78.46308000
-1.25127000,78.46308000
-1.24871000,78.46308000
-1.24615000,78.46308000
-1.24359000,78.46308000
-1.24103000,78.46308000
-1.23847000,73.99212000
-1.23591000,78.46308000
-1.23335000,78.46308000
-1.23079000,78.46308000
-1.22823000,78.46308000
-1.22567000,78.46308000
-1.22311000,78.46308000
-1.22055000,78.46308000
-1.21799000,78.46308000
-1.21543000,78.46308000
-1.21287000,78.46308000
-1.21031000,78.46308000
-1.20775000,78.46308000
-1.20519000,78.46308000
-1.20263000,78.46308000
-1.20007000,78.46308000
-1.19751000,78.46308000
-1.19495000,78.46308000
-1.19239000,78.46308000
-1.18983000,78.46308000
-1.18727000,78.46308000
-1.18471000,78.46308000
-1.18215000,78.46308000
-1.17959000,78.46308000
-1.17703000,78.46308000
-1.17447000,78.46308000
-1.17191000,78.46308000
-1.16935000,78.46308000
-1.16679000,78.46308000
-1.16423000,78.46308000
-1.16167000,78.46308000
-1.15911000,78.46308000
-1.15655000,78.46308000
-1.15399000,73.99212000
-1.15143000,78.46308000
-1.14887000,78.46308000
-1.14631000,78.46308000
-1.14375000,73.99212000
-1.14119000,78.46308000
-1.13863000,78.46308000
-1.13607000,78.46308000
-1.13351000,78.46308000
-1.13095000,78.46308000
-1.12839000,73.99212000
-1.12583000,73.99212000
