Time,Channel B
(ms),(mV)

-1.32174895,69.50591000
-1.31918895,73.99212000
-1.31662895,73.99212000
-1.31406895,73.99212000
-1.31150895,73.99212000
-1.30894895,73.99212000
-1.30638895,73.99212000
-1.30382895,73.99212000
-1.30126895,73.99212000
-1.29870895,69.50591000
-1.29614895,73.99212000
-1.29358895,73.99212000
-1.29102895,73.99212000
-1.28846895,73.99212000
-1.28590895,73.99212000
-1.28334895,73.99212000
-1.28078895,73.99212000
-1.27822895,73.99212000
-1.27566895,73.99212000
-1.27310895,69.50591000
-1.27054895,69.50591000
-1.26798895,73.99212000
-1.26542895,69.50591000
-1.26286895,73.99212000
-1.26030895,73.99212000
-1.25774895,69.50591000
-1.25518895,73.99212000
-1.25262895,73.99212000
-1.25006895,73.99212000
-1.24750895,73.99212000
-1.24494895,69.50591000
-1.24238895,73.99212000
-1.23982895,73.99212000
-1.23726895,73.99212000
-1.23470895,73.99212000
-1.23214895,73.99212000
-1.22958895,73.99212000
-1.22702895,73.99212000
-1.22446895,73.99212000
-1.22190895,73.99212000
-1.21934895,73.99212000
-1.21678895,73.99212000
-1.21422895,69.50591000
-1.21166895,73.99212000
-1.20910895,73.99212000
-1.20654895,73.99212000
-1.20398895,73.99212000
-1.20142895,73.99212000
-1.19886895,73.99212000
-1.19630895,69.50591000
-1.19374895,73.99212000
-1.19118895,73.99212000
-1.18862895,73.99212000
-1.18606895,73.99212000
-1.18350895,73.99212000
-1.18094895,73.99212000
-1.17838895,73.99212000
-1.17582895,73.99212000
-1.17326895,69.50591000
-1.17070895,73.99212000
-1.16814895,73.99212000
-1.16558895,73.99212000
-1.16302895,73.99212000
-1.16046895,73.99212000
-1.15790895,73.99212000
-1.15534895,73.99212000
-1.15278895,78.46308000
-1.15022895,73.99212000
-1.14766895,73.99212000
-1.14510895,78.46308000
-1.14254895,73.99212000
-1.13998895,73.99212000
-1.13742895,78.46308000
-1.13486895,78.46308000
-1.13230895,73.99212000
-1.12974895,73.99212000
-1.12718895,73.99212000
-1.12462895,73.99212000
