Time,Channel B
(ms),(mV)

-1.32191298,78.46308000
-1.31935298,73.99212000
-1.31679298,78.46308000
-1.31423298,73.99212000
-1.31167298,73.99212000
-1.30911298,73.99212000
-1.30655298,73.99212000
-1.30399298,73.99212000
-1.30143298,73.99212000
-1.29887298,73.99212000
-1.29631298,73.99212000
-1.29375298,73.99212000
-1.29119298,78.46308000
-1.28863298,73.99212000
-1.28607298,73.99212000
-1.28351298,78.46308000
-1.28095298,73.99212000
-1.27839298,78.46308000
-1.27583298,69.50591000
-1.27327298,78.46308000
-1.27071298,78.46308000
-1.26815298,73.99212000
-1.26559298,73.99212000
-1.26303298,73.99212000
-1.26047298,73.99212000
-1.25791298,73.99212000
-1.25535298,78.46308000
-1.25279298,73.99212000
-1.25023298,73.99212000
-1.24767298,73.99212000
-1.24511298,73.99212000
-1.24255298,73.99212000
-1.23999298,73.99212000
-1.23743298,78.46308000
-1.23487298,73.99212000
-1.23231298,73.99212000
-1.22975298,73.99212000
-1.22719298,73.99212000
-1.22463298,73.99212000
-1.22207298,73.99212000
-1.21951298,78.46308000
-1.21695298,78.46308000
-1.21439298,73.99212000
-1.21183298,73.99212000
-1.20927298,73.99212000
-1.20671298,78.46308000
-1.20415298,73.99212000
-1.20159298,73.99212000
-1.19903298,73.99212000
-1.19647298,73.99212000
-1.19391298,78.46308000
-1.19135298,73.99212000
-1.18879298,73.99212000
-1.18623298,78.46308000
-1.18367298,73.99212000
-1.18111298,73.99212000
-1.17855298,73.99212000
-1.17599298,78.46308000
-1.17343298,73.99212000
-1.17087298,73.99212000
-1.16831298,73.99212000
-1.16575298,73.99212000
-1.16319298,78.46308000
-1.16063298,78.46308000
-1.15807298,78.46308000
-1.15551298,73.99212000
-1.15295298,78.46308000
-1.15039298,78.46308000
-1.14783298,73.99212000
-1.14527298,78.46308000
-1.14271298,73.99212000
-1.14015298,78.46308000
-1.13759298,78.46308000
-1.13503298,78.46308000
-1.13247298,73.99212000
-1.12991298,78.46308000
-1.12735298,78.46308000
-1.12479298,78.46308000
