Time,Channel B
(ms),(mV)

-1.32114498,78.46308000
-1.31858498,73.99212000
-1.31602498,78.46308000
-1.31346498,78.46308000
-1.31090498,78.46308000
-1.30834498,73.99212000
-1.30578498,73.99212000
-1.30322498,78.46308000
-1.30066498,78.46308000
-1.29810498,73.99212000
-1.29554498,78.46308000
-1.29298498,73.99212000
-1.29042498,78.46308000
-1.28786498,78.46308000
-1.28530498,73.99212000
-1.28274498,73.99212000
-1.28018498,73.99212000
-1.27762498,78.46308000
-1.27506498,78.46308000
-1.27250498,78.46308000
-1.26994498,78.46308000
-1.26738498,78.46308000
-1.26482498,73.99212000
-1.26226498,73.99212000
-1.25970498,73.99212000
-1.25714498,73.99212000
-1.25458498,73.99212000
-1.25202498,78.46308000
-1.24946498,73.99212000
-1.24690498,78.46308000
-1.24434498,78.46308000
-1.24178498,78.46308000
-1.23922498,78.46308000
-1.23666498,73.99212000
-1.23410498,73.99212000
-1.23154498,78.46308000
-1.22898498,78.46308000
-1.22642498,78.46308000
-1.22386498,78.46308000
-1.22130498,73.99212000
-1.21874498,73.99212000
-1.21618498,78.46308000
-1.21362498,73.99212000
-1.21106498,73.99212000
-1.20850498,73.99212000
-1.20594498,73.99212000
-1.20338498,73.99212000
-1.20082498,73.99212000
-1.19826498,78.46308000
-1.19570498,73.99212000
-1.19314498,78.46308000
-1.19058498,73.99212000
-1.18802498,78.46308000
-1.18546498,78.46308000
-1.18290498,78.46308000
-1.18034498,78.46308000
-1.17778498,78.46308000
-1.17522498,78.46308000
-1.17266499,73.99212000
-1.17010499,78.46308000
-1.16754499,73.99212000
-1.16498499,73.99212000
-1.16242499,73.99212000
-1.15986499,73.99212000
-1.15730499,73.99212000
-1.15474499,78.46308000
-1.15218499,73.99212000
-1.14962499,78.46308000
-1.14706499,73.99212000
-1.14450499,73.99212000
-1.14194499,73.99212000
-1.13938499,73.99212000
-1.13682499,73.99212000
-1.13426499,73.99212000
-1.13170499,78.46308000
-1.12914499,73.99212000
-1.12658499,69.50591000
-1.12402499,73.99212000
