Time,Invert B
(ms),(mV)

-1.32223405,-73.99212000
-1.31967405,-69.50591000
-1.31711405,-69.50591000
-1.31455405,-73.99212000
-1.31199405,-69.50591000
-1.30943405,-69.50591000
-1.30687405,-73.99212000
-1.30431405,-73.99212000
-1.30175405,-69.50591000
-1.29919405,-73.99212000
-1.29663405,-69.50591000
-1.29407405,-69.50591000
-1.29151405,-73.99212000
-1.28895405,-69.50591000
-1.28639405,-73.99212000
-1.28383405,-73.99212000
-1.28127405,-73.99212000
-1.27871405,-73.99212000
-1.27615405,-73.99212000
-1.27359405,-73.99212000
-1.27103405,-73.99212000
-1.26847405,-73.99212000
-1.26591405,-73.99212000
-1.26335405,-73.99212000
-1.26079405,-73.99212000
-1.25823405,-73.99212000
-1.25567405,-73.99212000
-1.25311405,-78.46308000
-1.25055405,-78.46308000
-1.24799405,-78.46308000
-1.24543405,-78.46308000
-1.24287405,-78.46308000
-1.24031405,-78.46308000
-1.23775405,-73.99212000
-1.23519405,-78.46308000
-1.23263405,-73.99212000
-1.23007405,-73.99212000
-1.22751405,-73.99212000
-1.22495405,-73.99212000
-1.22239405,-78.46308000
-1.21983405,-73.99212000
-1.21727405,-73.99212000
-1.21471405,-73.99212000
-1.21215405,-73.99212000
-1.20959405,-73.99212000
-1.20703405,-78.46308000
-1.20447405,-78.46308000
-1.20191405,-78.46308000
-1.19935405,-73.99212000
-1.19679405,-78.46308000
-1.19423405,-78.46308000
-1.19167405,-78.46308000
-1.18911405,-78.46308000
-1.18655405,-78.46308000
-1.18399405,-78.46308000
-1.18143405,-78.46308000
-1.17887405,-78.46308000
-1.17631405,-78.46308000
-1.17375405,-78.46308000
-1.17119405,-78.46308000
-1.16863405,-78.46308000
-1.16607405,-78.46308000
-1.16351405,-78.46308000
-1.16095405,-78.46308000
-1.15839405,-78.46308000
-1.15583405,-78.46308000
-1.15327405,-78.46308000
-1.15071405,-78.46308000
-1.14815405,-78.46308000
-1.14559405,-78.46308000
-1.14303405,-78.46308000
-1.14047405,-73.99212000
