Time,Channel B
(ms),(mV)

-1.32350100,69.50591000
-1.32094100,73.99212000
-1.31838100,69.50591000
-1.31582100,73.99212000
-1.31326100,69.50591000
-1.31070100,73.99212000
-1.30814100,69.50591000
-1.30558100,69.50591000
-1.30302100,73.99212000
-1.30046100,73.99212000
-1.29790100,69.50591000
-1.29534100,73.99212000
-1.29278100,73.99212000
-1.29022100,69.50591000
-1.28766100,73.99212000
-1.28510100,69.50591000
-1.28254100,69.50591000
-1.27998100,69.50591000
-1.27742100,73.99212000
-1.27486100,73.99212000
-1.27230100,69.50591000
-1.26974100,73.99212000
-1.26718100,69.50591000
-1.26462100,73.99212000
-1.26206100,69.50591000
-1.25950100,73.99212000
-1.25694100,73.99212000
-1.25438100,73.99212000
-1.25182100,73.99212000
-1.24926100,73.99212000
-1.24670100,73.99212000
-1.24414100,69.50591000
-1.24158100,73.99212000
-1.23902100,73.99212000
-1.23646100,69.50591000
-1.23390100,73.99212000
-1.23134100,69.50591000
-1.22878100,73.99212000
-1.22622100,73.99212000
-1.22366100,73.99212000
-1.22110100,73.99212000
-1.21854100,73.99212000
-1.21598100,69.50591000
-1.21342100,73.99212000
-1.21086100,73.99212000
-1.20830100,73.99212000
-1.20574100,73.99212000
-1.20318100,73.99212000
-1.20062100,73.99212000
-1.19806100,73.99212000
-1.19550100,73.99212000
-1.19294100,69.50591000
-1.19038100,73.99212000
-1.18782100,69.50591000
-1.18526100,73.99212000
-1.18270100,73.99212000
-1.18014100,73.99212000
-1.17758100,73.99212000
-1.17502100,73.99212000
-1.17246100,78.46308000
-1.16990100,73.99212000
-1.16734100,73.99212000
-1.16478100,73.99212000
-1.16222100,73.99212000
-1.15966100,73.99212000
-1.15710100,73.99212000
-1.15454100,73.99212000
-1.15198100,73.99212000
-1.14942100,73.99212000
-1.14686100,73.99212000
-1.14430100,73.99212000
-1.14174100,73.99212000
-1.13918100,73.99212000
-1.13662100,73.99212000
-1.13406100,73.99212000
-1.13150100,73.99212000
-1.12894100,73.99212000
-1.12638100,73.99212000
