Time,Channel B
(ms),(mV)

-1.32182497,73.99212000
-1.31926497,73.99212000
-1.31670497,73.99212000
-1.31414497,73.99212000
-1.31158497,69.50591000
-1.30902497,73.99212000
-1.30646497,69.50591000
-1.30390497,73.99212000
-1.30134497,73.99212000
-1.29878497,73.99212000
-1.29622497,69.50591000
-1.29366497,73.99212000
-1.29110497,73.99212000
-1.28854497,73.99212000
-1.28598497,69.50591000
-1.28342497,73.99212000
-1.28086497,69.50591000
-1.27830497,73.99212000
-1.27574497,73.99212000
-1.27318497,73.99212000
-1.27062497,73.99212000
-1.26806497,73.99212000
-1.26550497,73.99212000
-1.26294497,73.99212000
-1.26038497,73.99212000
-1.25782497,73.99212000
-1.25526497,73.99212000
-1.25270497,73.99212000
-1.25014497,73.99212000
-1.24758497,69.50591000
-1.24502497,73.99212000
-1.24246497,73.99212000
-1.23990497,73.99212000
-1.23734497,73.99212000
-1.23478497,73.99212000
-1.23222497,73.99212000
-1.22966497,73.99212000
-1.22710497,73.99212000
-1.22454497,78.46308000
-1.22198497,78.46308000
-1.21942497,73.99212000
-1.21686497,73.99212000
-1.21430497,73.99212000
-1.21174497,73.99212000
-1.20918497,73.99212000
-1.20662497,78.46308000
-1.20406497,73.99212000
-1.20150497,73.99212000
-1.19894497,78.46308000
-1.19638497,73.99212000
-1.19382497,78.46308000
-1.19126497,78.46308000
-1.18870497,78.46308000
-1.18614497,73.99212000
-1.18358497,73.99212000
-1.18102497,73.99212000
-1.17846497,73.99212000
-1.17590497,73.99212000
-1.17334497,78.46308000
-1.17078497,73.99212000
-1.16822497,73.99212000
-1.16566497,78.46308000
-1.16310497,73.99212000
-1.16054497,73.99212000
-1.15798497,78.46308000
-1.15542497,78.46308000
-1.15286497,78.46308000
-1.15030497,73.99212000
-1.14774497,73.99212000
-1.14518497,78.46308000
-1.14262497,73.99212000
-1.14006497,73.99212000
-1.13750497,78.46308000
-1.13494497,73.99212000
-1.13238497,78.46308000
-1.12982497,78.46308000
-1.12726497,73.99212000
-1.12470497,73.99212000
